chrom,start,end,build_region_index,peak_h1:ezh2
chr7,3074000,3075000,1748141,False
chr1,56504000,56505000,48579,False
chr6,123803000,123804000,1707165,True
chr3,130823000,130824000,1300511,False
chr16,17231000,17232000,704438,False
chr5,36415000,36416000,1509288,False
chr1,223352000,223353000,162314,False
chr4,156558000,156559000,1459641,False
chr1,21263000,21264000,17676,False
chr1,7780000,7781000,6085,False
chr9,23760000,23761000,1989681,False
chr2,45197000,45198000,954301,False
chr2,57860000,57861000,963584,False
chr14,100700000,100701000,621442,False
chr3,68866000,68867000,1259160,False
chr6,11798000,11799000,1626044,False
chr19,47421000,47422000,909075,True
chr21,9827000,9828000,1149896,False
chr1,235300000,235301000,173032,False
chr18,13356000,13357000,828257,False
chr2,40357000,40358000,950339,False
chr9,5307000,5308000,1977018,False
chr2,16012000,16013000,930722,False
chr17,82724000,82725000,817272,False
chr1,158253000,158254000,109057,False
chr20,59975000,59976000,1145526,False
chr17,51230000,51231000,790004,False
chr2,28461000,28462000,940800,False
chr2,166828000,166829000,1038846,False
chr11,23283000,23284000,305288,False
chr12,91865000,91866000,454195,False
chr12,14303000,14304000,397195,False
chr14,47192000,47193000,578811,False
chr9,75191000,75192000,2007253,False
chr7,17055000,17056000,1758453,False
chr6,26667000,26668000,1638906,False
chr17,42629000,42630000,782493,False
chr2,218883000,218884000,1079190,True
chr17,72754000,72755000,808026,False
chr2,118004000,118005000,1003784,False
chr16,17729000,17730000,704859,False
chr2,135291000,135292000,1016280,False
chr13,91985000,91986000,541938,False
chr12,80662000,80663000,446440,False
chr3,51853000,51854000,1245558,False
chr10,58941000,58942000,226925,False
chr13,112061000,112062000,557581,True
chr10,34438000,34439000,212571,False
chr3,55636000,55637000,1248767,False
chr7,75686000,75687000,1799727,False
chr6,85416000,85417000,1680392,False
chr16,53817000,53818000,722194,False
chr6,28616000,28617000,1640368,True
chr15,35199000,35200000,635602,False
chr18,1927000,1928000,819086,False
chr9,4908000,4909000,1976752,False
chr21,27090000,27091000,1158956,False
chr1,241470000,241471000,178089,False
chr20,17747000,17748000,1112615,False
chr1,34950000,34951000,29994,False
chr13,61010000,61011000,520962,False
chr15,50318000,50319000,647325,False
chr3,177792000,177793000,1336821,False
chr6,236000,237000,1615912,False
chr8,15533000,15534000,1875301,False
chr6,131811000,131812000,1713225,False
chr6,4922000,4923000,1620185,False
chr11,56946000,56947000,324384,False
chr12,104492000,104493000,464484,False
chr6,52135000,52136000,1660043,False
chr13,48516000,48517000,512880,False
chr8,825000,826000,1865771,False
chr7,1668000,1669000,1746817,True
chr7,15985000,15986000,1757581,False
chr8,109644000,109645000,1945071,True
chr1,49340000,49341000,42536,False
chr8,38395000,38396000,1892994,False
chr4,122141000,122142000,1435724,False
chr20,34592000,34593000,1123371,False
chrX,104435000,104436000,2109316,False
chr17,8294000,8295000,758080,False
chr12,50505000,50506000,422676,True
chr7,48812000,48813000,1784808,False
chr1,19556000,19557000,16145,False
chr4,86841000,86842000,1411706,False
chr20,43677000,43678000,1131063,False
chr6,150610000,150611000,1728861,False
chr16,29760000,29761000,713731,False
chr12,50688000,50689000,422856,False
chr1,185102000,185103000,131408,False
chr18,36437000,36438000,841205,False
chr2,26855000,26856000,939320,False
chr10,11341000,11342000,193295,False
chr11,327000,328000,287378,False
chr5,132357000,132358000,1576857,False
chr5,19232000,19233000,1497330,False
chr4,22877000,22878000,1370796,False
chr16,53295000,53296000,721747,False
chr2,229056000,229057000,1087131,False
chr19,57040000,57041000,916933,False
chr3,128290000,128291000,1298331,False
chr3,99827000,99828000,1276555,False
chr17,76420000,76421000,811373,False
chr7,28113000,28114000,1767666,False
chrX,67099000,67100000,2093668,False
chr12,119742000,119743000,477791,False
chr1,22071000,22072000,18424,False
chr1,167346000,167347000,116374,False
chr2,214969000,214970000,1075703,False
chr4,165195000,165196000,1465028,False
chr10,89652000,89653000,251362,False
chr5,37069000,37070000,1509868,False
chr16,18838000,18839000,705319,False
chr11,10943000,10944000,295887,False
chr11,91356000,91357000,351499,False
chr2,14641000,14642000,929617,False
chr17,36138000,36139000,777130,False
chr10,23055000,23056000,203073,False
chr17,2452000,2453000,753153,False
chr7,128287000,128288000,1839712,False
chr12,79549000,79550000,445555,False
chr11,42125000,42126000,317851,False
chr1,38578000,38579000,33167,True
chr5,89203000,89204000,1545740,False
chr1,116315000,116316000,94949,False
chr14,103773000,103774000,624203,False
chr1,77615000,77616000,65157,False
chr6,52957000,52958000,1660779,False
chr20,37200000,37201000,1125754,False
chr2,112248000,112249000,1000330,False
chr14,71697000,71698000,598727,False
chrX,35150000,35151000,2079387,False
chr8,19457000,19458000,1878327,False
chr15,95076000,95077000,685047,False
chr9,6918000,6919000,1978362,False
chr3,14582000,14583000,1216287,False
chr8,1423000,1424000,1866233,False
chr5,119634000,119635000,1567339,False
chr13,34173000,34174000,501627,False
chr18,23301000,23302000,831457,False
chr15,44274000,44275000,642854,False
chr6,139883000,139884000,1720223,False
chr4,124319000,124320000,1437379,False
chr17,34257000,34258000,775572,False
chr7,115605000,115606000,1830422,False
chr8,28336000,28337000,1885594,False
chr8,9710000,9711000,1871358,False
chr13,19643000,19644000,489702,False
chr1,110508000,110509000,89984,True
chr14,90634000,90635000,612827,False
chr3,130877000,130878000,1300562,False
chr2,109624000,109625000,998749,False
chr19,38842000,38843000,901693,False
chr16,20627000,20628000,706750,False
chr21,39695000,39696000,1169545,False
chr3,165945000,165946000,1327603,False
chr3,69396000,69397000,1259627,False
chr10,65506000,65507000,232079,False
chr1,150756000,150757000,102467,False
chr8,101259000,101260000,1938384,False
chr14,100752000,100753000,621491,False
chr17,49610000,49611000,788457,False
chr21,32829000,32830000,1163424,False
chr1,218504000,218505000,158208,False
chr5,16111000,16112000,1494970,False
chr9,19479000,19480000,1986705,False
chr8,114762000,114763000,1948021,False
chr17,34906000,34907000,776082,False
chr15,82721000,82722000,675153,False
chr13,83626000,83627000,536476,False
chr18,35848000,35849000,840677,False
chr12,78833000,78834000,445031,False
chr16,47615000,47616000,717243,False
chr21,39959000,39960000,1169758,False
chr13,58257000,58258000,519116,False
chr5,115352000,115353000,1564214,False
chr19,815000,816000,872874,False
chr4,80693000,80694000,1407064,False
chr2,84515000,84516000,983452,False
chr3,70427000,70428000,1260361,False
chrX,101012000,101013000,2107433,False
chr4,5401000,5402000,1358569,False
chr10,28890000,28891000,207774,False
chr18,27250000,27251000,834712,False
chr9,136345000,136346000,2057611,False
chr10,53485000,53486000,223776,False
chr17,81984000,81985000,816578,False
chr4,173642000,173643000,1470598,False
chr1,221013000,221014000,160328,False
chr6,2616000,2617000,1618057,False
chr16,59912000,59913000,727244,False
chr13,100494000,100495000,548960,False
chr9,8808000,8809000,1979605,False
chr2,132698000,132699000,1014172,False
chr17,59197000,59198000,795991,False
chr6,110053000,110054000,1697088,False
chr1,10638000,10639000,8713,True
chr6,113066000,113067000,1699691,False
chr11,127542000,127543000,379300,False
chr5,33766000,33767000,1507127,False
chr4,2040000,2041000,1355696,True
chr17,77436000,77437000,812337,False
chr22,46710000,46711000,1201923,False
chrX,71458000,71459000,2096309,False
chr12,115336000,115337000,474034,False
chr6,53359000,53360000,1661156,True
chr15,40044000,40045000,639201,False
chr7,79714000,79715000,1802779,False
chr7,112700000,112701000,1828356,False
chr8,61738000,61739000,1908850,False
chr3,3588000,3589000,1207451,False
chr13,18252000,18253000,489135,False
chr4,127989000,127990000,1439835,False
chrX,146614000,146615000,2130364,False
chr4,102850000,102851000,1422669,False
chr20,22801000,22802000,1116733,False
chr11,82154000,82155000,345474,False
chr6,150664000,150665000,1728912,False
chr8,75548000,75549000,1919217,False
chr9,73563000,73564000,2006194,False
chr7,6000000,6001000,1750614,False
chr6,89752000,89753000,1683568,False
chr9,6896000,6897000,1978341,False
chr9,116621000,116622000,2040590,False
chr11,129928000,129929000,381202,False
chr8,8707000,8708000,1870463,False
chr14,78615000,78616000,604675,False
chr12,17206000,17207000,399398,False
chr14,93164000,93165000,615082,False
chr19,56130000,56131000,916303,False
chr17,40491000,40492000,780567,False
chr18,53000000,53001000,852918,False
chr20,18829000,18830000,1113552,False
chr16,20984000,20985000,707060,False
chr6,105349000,105350000,1692944,False
chr18,24632000,24633000,832663,False
chr11,119706000,119707000,373002,False
chr3,57177000,57178000,1250033,False
chr3,135206000,135207000,1304006,False
chr1,85806000,85807000,71389,False
chr5,146268000,146269000,1588595,False
chr4,12936000,12937000,1364132,False
chr4,5581000,5582000,1358697,False
chr3,194481000,194482000,1350669,False
chr16,9159000,9160000,698049,False
chrX,147519000,147520000,2130610,False
chr4,51890000,51891000,1388036,False
chr4,2754000,2755000,1356336,False
chr7,107615000,107616000,1824577,False
chr3,1201000,1202000,1206034,False
chr16,1935000,1936000,692357,False
chr5,85883000,85884000,1543583,False
chr17,28423000,28424000,770475,False
chr6,113886000,113887000,1700385,False
chr1,159351000,159352000,109794,False
chr17,48544000,48545000,787469,True
chr7,127905000,127906000,1839356,False
chr18,12430000,12431000,827435,False
chr16,14224000,14225000,702395,False
chr16,28819000,28820000,713038,False
chr3,117630000,117631000,1289661,False
chr5,30025000,30026000,1504118,False
chr5,171763000,171764000,1607603,False
chr12,58085000,58086000,429295,False
chr2,175215000,175216000,1045975,False
chr4,38567000,38568000,1380625,False
chr2,71677000,71678000,975155,False
chr2,221183000,221184000,1081057,False
chr19,38667000,38668000,901527,False
chr21,22819000,22820000,1156108,False
chr12,105750000,105751000,465590,False
chr1,232643000,232644000,170624,False
chr16,78474000,78475000,740739,False
chr2,210011000,210012000,1072451,False
chr19,15155000,15156000,885490,False
chr9,131231000,131232000,2052881,False
chr10,102896000,102897000,262548,False
chr14,52104000,52105000,582456,False
chr22,43124000,43125000,1198697,False
chr5,57716000,57717000,1522442,False
chr7,280000,281000,1745506,False
chr18,65405000,65406000,862121,False
chr11,2905000,2906000,289626,False
chr7,25468000,25469000,1765266,False
chr3,197004000,197005000,1352921,False
chr2,63209000,63210000,967922,False
chr4,30713000,30714000,1375938,False
chr17,72606000,72607000,807892,False
chr3,172443000,172444000,1332685,False
chr1,234024000,234025000,171826,False
chr3,12610000,12611000,1214506,False
chrX,4979000,4980000,2062533,False
chr16,31712000,31713000,715329,False
chr20,23496000,23497000,1117333,False
chr7,100958000,100959000,1818955,True
chr14,27219000,27220000,565302,False
chr8,35517000,35518000,1890815,False
chr11,27777000,27778000,308062,False
chr15,92096000,92097000,682678,False
chr6,107309000,107310000,1694681,False
chr7,19106000,19107000,1760100,True
chr7,65140000,65141000,1791730,False
chr7,13046000,13047000,1755587,False
chr3,149357000,149358000,1314912,False
chr11,76520000,76521000,341198,False
chr4,120776000,120777000,1434719,False
chr1,167647000,167648000,116653,False
chr4,87190000,87191000,1412019,False
chr3,167620000,167621000,1328571,False
chr18,57040000,57041000,855749,False
chr12,123898000,123899000,481568,False
chr15,59796000,59797000,654883,False
chr10,43111000,43112000,216282,False
chr5,21491000,21492000,1498743,False
chr12,48654000,48655000,420967,False
chr3,73278000,73279000,1262836,False
chr6,33763000,33764000,1644700,False
chr22,42668000,42669000,1198273,False
chrX,74280000,74281000,2097805,False
chr4,174706000,174707000,1471370,False
chr12,128877000,128878000,485454,False
chr16,56462000,56463000,724404,False
chr1,195613000,195614000,138915,False
chr15,50090000,50091000,647125,False
chr14,96039000,96040000,617550,True
chr5,171378000,171379000,1607249,False
chr6,32216000,32217000,1643375,False
chr9,11349000,11350000,1980846,False
chr9,127374000,127375000,2049304,False
chr10,132889000,132890000,286543,False
chr2,87558000,87559000,985823,False
chr18,47445000,47446000,848622,False
chr3,137097000,137098000,1305537,False
chr12,117874000,117875000,476301,False
chr3,38989000,38990000,1234693,False
chr7,140339000,140340000,1850233,False
chr1,84500000,84501000,70242,False
chr16,49856000,49857000,719024,False
chr11,3906000,3907000,290427,False
chr2,86451000,86452000,985168,False
chr10,58010000,58011000,226184,False
chr8,100840000,100841000,1937994,False
chr8,111243000,111244000,1946034,False
chr2,7985000,7986000,924206,False
chr13,100429000,100430000,548902,False
chr12,71602000,71603000,439924,False
chr4,24856000,24857000,1372154,False
chr9,95385000,95386000,2023678,False
chr11,111288000,111289000,365890,False
chr13,19605000,19606000,489672,False
chr1,221938000,221939000,161117,False
chr4,11529000,11530000,1363374,False
chr9,5368000,5369000,1977065,False
chr10,27414000,27415000,206522,False
chr4,5982000,5983000,1359025,False
chr6,162163000,162164000,1738480,False
chr5,108800000,108801000,1559454,False
chr5,16751000,16752000,1495495,False
chr5,10729000,10730000,1490810,False
chr8,103219000,103220000,1940151,False
chr15,75043000,75044000,668542,False
chr15,85733000,85734000,677487,False
chr14,103417000,103418000,623873,False
chr5,83019000,83020000,1541737,False
chrX,34917000,34918000,2079299,False
chr12,82074000,82075000,447410,False
chr12,32027000,32028000,410895,False
chr8,107902000,107903000,1943727,False
chr3,195343000,195344000,1351453,False
chrX,98203000,98204000,2106310,False
chr6,27171000,27172000,1639141,False
chr14,27868000,27869000,565614,False
chr2,51597000,51598000,959149,False
chr8,105838000,105839000,1942141,False
chr9,19991000,19992000,1987055,False
chr2,70589000,70590000,974216,False
chr14,54403000,54404000,584319,False
chr5,157589000,157590000,1597291,False
chr19,47165000,47166000,908851,False
chr11,60948000,60949000,327385,False
chr2,162295000,162296000,1035755,False
chr7,36598000,36599000,1774690,False
chr15,99630000,99631000,688632,False
chr4,2404000,2405000,1356019,False
chr3,34224000,34225000,1231208,False
chr4,157396000,157397000,1460232,False
chr12,121829000,121830000,479685,False
chr12,62782000,62783000,432419,False
chr5,111938000,111939000,1561721,False
chr22,48424000,48425000,1203281,False
chr4,86181000,86182000,1411186,False
chr10,8315000,8316000,191162,False
chr9,14026000,14027000,1982406,False
chr1,31712000,31713000,27232,False
chr21,24656000,24657000,1157137,False
chr16,23212000,23213000,708702,False
chr14,106848000,106849000,626805,False
chr17,54771000,54772000,792094,False
chr1,19343000,19344000,15941,False
chr9,42535000,42536000,2000973,False
chr3,152233000,152234000,1317445,False
chr2,104790000,104791000,994996,False
chr5,10506000,10507000,1490597,False
chr2,58202000,58203000,963839,False
chr6,217000,218000,1615893,False
chr8,104010000,104011000,1940722,False
chr2,138422000,138423000,1018533,False
chr11,6506000,6507000,292169,False
chr5,69188000,69189000,1531316,False
chr17,58095000,58096000,794967,False
chr19,13155000,13156000,883764,False
chr1,172588000,172589000,120751,False
chr7,132799000,132800000,1843810,False
chr13,94857000,94858000,544131,False
chr13,93248000,93249000,542824,False
chr19,21030000,21031000,890437,False
chr1,55601000,55602000,47814,False
chr8,42468000,42469000,1896265,False
chr15,34606000,34607000,635113,False
chr3,169624000,169625000,1330141,False
chr7,157450000,157451000,1863573,False
chr7,137943000,137944000,1848035,False
chr10,24057000,24058000,203827,False
chr2,224849000,224850000,1084086,False
chr8,144366000,144367000,1972457,False
chr2,219692000,219693000,1079901,False
chr1,174099000,174100000,122043,False
chr1,81577000,81578000,68091,False
chr14,60267000,60268000,589183,False
chr13,51250000,51251000,515218,False
chr1,181926000,181927000,128548,False
chr4,177648000,177649000,1473388,False
chr15,53681000,53682000,650093,False
chr15,81143000,81144000,673913,False
chr17,68774000,68775000,804749,False
chr12,119001000,119002000,477187,False
chr6,22730000,22731000,1635651,False
chr1,231409000,231410000,169498,False
chr17,14458000,14459000,762984,False
chr14,43697000,43698000,576905,False
chr14,55915000,55916000,585688,False
chrX,133450000,133451000,2124425,False
chr5,15712000,15713000,1494665,False
chr6,29703000,29704000,1641188,False
chr5,117439000,117440000,1565864,False
chr6,131117000,131118000,1712672,False
chr7,5807000,5808000,1750495,False
chr11,80832000,80833000,344746,False
chr13,83826000,83827000,536605,False
chr1,25894000,25895000,21965,False
chr4,23958000,23959000,1371421,False
chr2,129388000,129389000,1012191,False
chr2,223520000,223521000,1082915,False
chr2,29653000,29654000,941869,False
chr12,126662000,126663000,483825,False
chr8,43375000,43376000,1897027,False
chr10,75945000,75946000,240834,False
chr7,154275000,154276000,1860809,False
chr6,43888000,43889000,1653873,False
chr3,134876000,134877000,1303746,False
chr2,144811000,144812000,1022866,False
chr8,142271000,142272000,1970524,False
chr5,151681000,151682000,1593132,False
chr12,123987000,123988000,481648,False
chr8,131612000,131613000,1962071,False
chr20,60606000,60607000,1146045,False
chrX,138925000,138926000,2127557,False
chr9,76396000,76397000,2008106,False
chr4,2910000,2911000,1356484,False
chrX,119759000,119760000,2117497,True
chr8,37923000,37924000,1892562,False
chr14,79466000,79467000,605235,False
chr4,59031000,59032000,1393209,False
chr8,96159000,96160000,1933888,True
chr19,54465000,54466000,914942,True
chr9,18058000,18059000,1985535,False
chr2,237438000,237439000,1094394,False
chr1,6370000,6371000,4813,False
chr10,73769000,73770000,238844,False
chr13,114290000,114291000,559538,False
chr5,165727000,165728000,1602879,False
chr12,50496000,50497000,422669,False
chr3,11212000,11213000,1213267,False
chr6,158618000,158619000,1735586,False
chr20,56225000,56226000,1142109,False
chr4,105268000,105269000,1424079,False
chr19,38970000,38971000,901813,False
chr20,57421000,57422000,1143196,False
chrX,56666000,56667000,2091446,False
chr15,58170000,58171000,653425,False
chr13,49939000,49940000,514089,False
chr1,73326000,73327000,62133,False
chr13,96795000,96796000,545651,False
chr10,21363000,21364000,201554,False
chr9,76952000,76953000,2008606,False
chr11,76798000,76799000,341456,False
chr12,14514000,14515000,397371,False
chr8,41155000,41156000,1895102,False
chr9,116792000,116793000,2040727,False
chr4,4840000,4841000,1358153,False
chr2,153660000,153661000,1029487,False
chr20,49924000,49925000,1136827,False
chr1,31373000,31374000,26911,False
chr10,23995000,23996000,203786,False
chr2,194131000,194132000,1059946,False
chr7,4282000,4283000,1749185,False
chr20,32138000,32139000,1121100,False
chr8,120916000,120917000,1952980,False
chr2,232597000,232598000,1090132,False
chr3,75465000,75466000,1264245,False
chr11,9214000,9215000,294307,False
chr5,13321000,13322000,1492624,False
chr3,36011000,36012000,1232236,False
chr8,75590000,75591000,1919246,False
chr13,60307000,60308000,520496,False
chr6,94584000,94585000,1686518,False
chr17,73156000,73157000,808398,False
chr2,182496000,182497000,1051677,False
chr11,61393000,61394000,327758,False
chr11,97424000,97425000,356076,False
chrX,154056000,154057000,2134409,False
chr1,87884000,87885000,73055,False
chr16,88350000,88351000,749405,False
chr16,52233000,52234000,720941,False
chr8,119180000,119181000,1951565,False
chr2,38906000,38907000,949095,False
chr3,140310000,140311000,1308029,False
chr18,27849000,27850000,835080,False
chr4,310000,311000,1354165,False
chr1,208084000,208085000,149660,False
chr1,23410000,23411000,19674,False
chr16,35208000,35209000,715905,False
chr5,24751000,24752000,1500824,False
chr9,114038000,114039000,2038411,False
chr15,43546000,43547000,642321,False
chr22,31302000,31303000,1188381,False
chr15,31475000,31476000,632969,False
chr18,69984000,69985000,864897,False
chr15,91724000,91725000,682356,False
chr1,238959000,238960000,176045,False
chr6,54853000,54854000,1662328,False
chr5,20950000,20951000,1498418,False
chr9,33065000,33066000,1994964,False
chr1,236254000,236255000,173915,False
chrX,153392000,153393000,2133822,False
chr2,108705000,108706000,997921,False
chr3,162038000,162039000,1325321,False
chr21,24502000,24503000,1157066,False
chr10,109838000,109839000,267290,False
chr2,91880000,91881000,987336,False
chr16,87338000,87339000,748480,False
chr19,29507000,29508000,893829,False
chr11,7064000,7065000,292587,False
chr18,7937000,7938000,823632,False
chr11,67685000,67686000,333368,False
chr21,44684000,44685000,1173570,False
chr1,149712000,149713000,101579,False
chr2,159073000,159074000,1033194,False
chr9,31759000,31760000,1994073,False
chr1,108053000,108054000,87904,False
chr10,99609000,99610000,259575,False
chr8,22592000,22593000,1880863,False
chr2,231913000,231914000,1089526,False
chr16,59546000,59547000,727040,False
chr12,84102000,84103000,448747,False
chr2,144131000,144132000,1022278,False
chr10,115191000,115192000,271859,False
chr7,64708000,64709000,1791417,False
chr12,52128000,52129000,424152,False
chr14,71335000,71336000,598386,False
chr8,93347000,93348000,1931513,False
chr5,180626000,180627000,1615241,False
chr9,122891000,122892000,2045206,False
chr7,51502000,51503000,1786793,False
chr5,126796000,126797000,1572754,False
chr3,140901000,140902000,1308473,False
chr8,84875000,84876000,1925517,False
chrX,34859000,34860000,2079267,False
chr2,142013000,142014000,1020727,False
chr9,120688000,120689000,2043279,False
chr15,71485000,71486000,665362,False
chr7,104250000,104251000,1821664,False
chr6,147513000,147514000,1726124,False
chr5,137017000,137018000,1580881,False
chr12,111954000,111955000,471123,False
chr21,27487000,27488000,1159221,False
chr4,48028000,48029000,1386903,False
chr20,54942000,54943000,1141343,False
chr7,26974000,26975000,1766622,False
chr14,102946000,102947000,623429,False
chr16,982000,983000,691477,True
chr11,74500000,74501000,339379,False
chr9,119238000,119239000,2042243,False
chr18,58467000,58468000,856983,False
chr2,204049000,204050000,1067859,False
chr5,43729000,43730000,1515293,False
chr15,28015000,28016000,630721,False
chr19,29426000,29427000,893766,False
chr13,105121000,105122000,552196,False
chr1,87501000,87502000,72739,False
chr6,60961000,60962000,1664967,False
chr16,80027000,80028000,742058,False
chrX,40007000,40008000,2081962,False
chr2,11764000,11765000,927653,False
chr3,38597000,38598000,1234407,False
chr5,14965000,14966000,1494068,False
chr6,82600000,82601000,1678363,False
chr8,280000,281000,1865319,False
chr10,10775000,10776000,192807,False
chr6,15197000,15198000,1629177,False
chr9,89360000,89361000,2018436,False
chr21,19853000,19854000,1154447,False
chr12,52250000,52251000,424269,True
chr16,87312000,87313000,748457,False
chr5,113128000,113129000,1562709,False
chr6,115547000,115548000,1701382,False
chr6,10658000,10659000,1624994,False
chr6,146679000,146680000,1725457,False
chr5,14800000,14801000,1493906,False
chr3,158402000,158403000,1322459,False
chr5,35898000,35899000,1508863,False
chr8,134708000,134709000,1964652,False
chr2,136747000,136748000,1017448,False
chr7,97315000,97316000,1815843,False
chr18,21882000,21883000,830236,False
chr5,52154000,52155000,1517807,False
chr7,152308000,152309000,1859377,False
chr7,3550000,3551000,1748563,False
chr12,163000,164000,385279,False
chr4,98514000,98515000,1419391,False
chr12,113625000,113626000,472613,False
chr18,72004000,72005000,866117,False
chr10,459000,460000,184359,False
chr3,179774000,179775000,1338492,False
chr5,77987000,77988000,1537418,False
chr17,80619000,80620000,815320,False
chr11,12900000,12901000,297614,False
chr8,15292000,15293000,1875149,False
chr8,66103000,66104000,1911784,False
chr8,122466000,122467000,1954212,False
chr12,69978000,69979000,438621,False
chr11,9265000,9266000,294356,False
chr9,131487000,131488000,2053119,False
chr16,14014000,14015000,702209,False
chr2,199427000,199428000,1063784,False
chr4,144406000,144407000,1450514,False
chr1,24808000,24809000,20957,False
chr13,25831000,25832000,494626,False
chr6,73946000,73947000,1672731,False
chr1,25302000,25303000,21418,False
chr15,94281000,94282000,684472,False
chr22,32746000,32747000,1189621,False
chr10,133118000,133119000,286762,False
chr3,48075000,48076000,1242401,False
chr4,45370000,45371000,1385459,False
chr15,50390000,50391000,647391,False
chr6,45419000,45420000,1655220,True
chr11,46951000,46952000,321713,False
chr8,111085000,111086000,1945947,False
chr3,7505000,7506000,1210183,False
chrX,105797000,105798000,2109900,False
chr1,199222000,199223000,141697,False
chr1,103107000,103108000,84999,False
chr2,104473000,104474000,994764,False
chr15,41300000,41301000,640332,False
chr7,34492000,34493000,1772990,False
chr2,39971000,39972000,950039,False
chr5,127296000,127297000,1573165,False
chr14,88099000,88100000,610624,False
chr5,71878000,71879000,1532169,False
chr7,79710000,79711000,1802775,False
chr11,67928000,67929000,333557,False
chr11,16413000,16414000,300387,False
chr12,97885000,97886000,459313,False
chr8,7018000,7019000,1869735,False
chr2,193751000,193752000,1059733,False
chr4,107434000,107435000,1425582,False
chr5,110714000,110715000,1560823,False
chr20,36856000,36857000,1125438,False
chr6,156618000,156619000,1733697,False
chr22,47192000,47193000,1202364,False
chr14,37606000,37607000,573350,False
chr5,67201000,67202000,1529665,False
chrX,150230000,150231000,2131995,False
chr18,61981000,61982000,859655,False
chr3,27713000,27714000,1225999,True
chr4,47551000,47552000,1386528,False
chr18,9404000,9405000,824891,False
chr17,71624000,71625000,807034,False
chr4,67902000,67903000,1397821,False
chr22,40420000,40421000,1196246,False
chr7,159049000,159050000,1865010,False
chr5,5845000,5846000,1486935,False
chr8,137623000,137624000,1966680,False
chr5,82237000,82238000,1541112,False
chr2,234006000,234007000,1091367,False
chr11,124716000,124717000,377051,False
chr17,60294000,60295000,796989,False
chr4,120922000,120923000,1434828,True
chr4,2086000,2087000,1355739,False
chr7,132204000,132205000,1843282,False
chr4,102440000,102441000,1422312,False
chr12,18889000,18890000,400384,False
chr9,86293000,86294000,2015833,False
chr1,236691000,236692000,174316,False
chr2,191021000,191022000,1057838,False
chr2,172573000,172574000,1043632,False
chr6,112029000,112030000,1698887,False
chr15,100721000,100722000,689510,True
chr22,49077000,49078000,1203800,False
chr19,15457000,15458000,885772,True
chr20,60427000,60428000,1145907,False
chr6,21367000,21368000,1634455,False
chr3,73086000,73087000,1262670,False
chr12,126550000,126551000,483753,False
chr5,123425000,123426000,1570005,False
chr4,3961000,3962000,1357442,False
chr21,43973000,43974000,1173011,False
chr3,167672000,167673000,1328606,False
chr12,67922000,67923000,436781,False
chrX,53417000,53418000,2089876,False
chr10,118949000,118950000,274811,False
chr16,67476000,67477000,731817,False
chr6,82608000,82609000,1678370,False
chr7,47051000,47052000,1783364,False
chr6,92000000,92001000,1685144,False
chr5,107681000,107682000,1558602,False
chr5,17047000,17048000,1495774,False
chr18,2457000,2458000,819468,False
chr6,73485000,73486000,1672332,False
chr8,40937000,40938000,1894932,False
chr2,8886000,8887000,925026,False
chr5,163888000,163889000,1601729,False
chr5,55364000,55365000,1520354,False
chr1,212082000,212083000,153068,False
chr20,42838000,42839000,1130389,False
chr16,89609000,89610000,750604,False
chr20,64060000,64061000,1149166,False
chr11,88508000,88509000,350114,True
chr17,44204000,44205000,783866,False
chr2,207660000,207661000,1070754,False
chr3,72338000,72339000,1261990,False
chr4,129031000,129032000,1440691,False
chr3,142468000,142469000,1309844,False
chr1,81540000,81541000,68058,False
chr3,47902000,47903000,1242239,False
chr8,102354000,102355000,1939348,False
chr11,124839000,124840000,377159,True
chr1,107069000,107070000,87098,False
chr8,84671000,84672000,1925392,False
chr8,143571000,143572000,1971728,True
chr2,138944000,138945000,1018922,False
chr21,25745000,25746000,1157867,False
chr1,238105000,238106000,175458,False
chr12,25344000,25345000,405291,False
chr16,6322000,6323000,696047,False
chr8,97913000,97914000,1935409,False
chr1,157614000,157615000,108530,False
chr3,54810000,54811000,1248066,False
chr10,91572000,91573000,252803,False
chr9,1739000,1740000,1974272,False
chr3,11775000,11776000,1213793,False
chr11,100878000,100879000,358144,False
chr4,183797000,183798000,1477338,True
chr4,90313000,90314000,1414475,False
chr5,131330000,131331000,1575968,False
chr10,78135000,78136000,242682,False
chr15,60672000,60673000,655630,False
chr18,801000,802000,818416,False
chr4,10654000,10655000,1362761,False
chr4,134072000,134073000,1443355,False
chr1,236709000,236710000,174334,False
chr8,95281000,95282000,1933236,False
chr20,49129000,49130000,1136083,False
chr5,86506000,86507000,1543914,False
chr1,43601000,43602000,37706,False
chr1,105276000,105277000,86058,False
chr3,107614000,107615000,1282292,False
chr2,224103000,224104000,1083441,False
chr4,29142000,29143000,1375192,False
chr22,24089000,24090000,1181979,False
chr1,206909000,206910000,148641,True
chr1,165060000,165061000,114513,False
chr2,74528000,74529000,977526,False
chr22,30111000,30112000,1187307,False
chr6,51968000,51969000,1659915,False
chr20,4956000,4957000,1102877,False
chr4,189230000,189231000,1481569,False
chr17,80965000,80966000,815656,False
chr5,93391000,93392000,1548733,False
chr20,14863000,14864000,1110441,False
chr1,39274000,39275000,33812,False
chr4,14994000,14995000,1365514,False
chr22,33443000,33444000,1190194,False
chr12,42242000,42243000,415798,False
chr16,7086000,7087000,696534,False
chr2,24329000,24330000,936997,False
