chrom,start,end,build_region_index,peak_k562:ctcf
chr1,47529000,47530000,41179,True
chr12,124003000,124004000,481664,True
chr12,25359000,25360000,405305,False
chr6,68716000,68717000,1668953,True
chr6,3195000,3196000,1618600,True
chr12,31568000,31569000,410480,False
chr14,20502000,20503000,560378,False
chr11,60199000,60200000,326816,False
chrX,13272000,13273000,2067382,False
chr6,25838000,25839000,1638140,False
chr18,47870000,47871000,848933,False
chr5,43468000,43469000,1515075,False
chr12,116726000,116727000,475290,False
chr14,40410000,40411000,575215,False
chr3,19628000,19629000,1220366,False
chr17,72777000,72778000,808047,False
chr16,65040000,65041000,729751,False
chr10,70233000,70234000,235617,True
chr11,93774000,93775000,353288,False
chr1,6547000,6548000,4982,True
chr19,1717000,1718000,873738,False
chrX,113428000,113429000,2114119,False
chr19,3146000,3147000,875078,True
chr6,4688000,4689000,1619972,True
chr14,106012000,106013000,626225,False
chr18,59892000,59893000,858238,False
chr22,24108000,24109000,1181997,True
chr7,64869000,64870000,1791549,True
chr2,100884000,100885000,992127,True
chr10,50988000,50989000,221972,True
chr2,99245000,99246000,990707,True
chr2,205163000,205164000,1068701,False
chr1,111067000,111068000,90401,False
chr9,137423000,137424000,2058644,True
chr18,10787000,10788000,826117,True
chr4,121823000,121824000,1435499,True
chr2,3393000,3394000,920889,True
chr6,149964000,149965000,1728282,True
chr7,4792000,4793000,1749602,True
chr1,204932000,204933000,146893,False
chr10,71835000,71836000,237086,False
chr5,157740000,157741000,1597418,True
chr15,57770000,57771000,653108,False
chr1,98794000,98795000,81861,True
chr4,150328000,150329000,1454791,False
chr2,74491000,74492000,977493,False
chr20,43975000,43976000,1131332,False
chr2,153519000,153520000,1029413,True
chr2,207342000,207343000,1070478,True
chr17,47733000,47734000,786718,True
chr8,100559000,100560000,1937726,True
chr2,6356000,6357000,922945,False
chr20,52938000,52939000,1139558,True
chr7,23597000,23598000,1763703,True
chr5,19004000,19005000,1497194,False
chr1,183345000,183346000,129818,False
chr1,182650000,182651000,129164,False
chr11,86799000,86800000,348889,True
chr2,138716000,138717000,1018764,True
chr1,156667000,156668000,107687,False
chr14,83945000,83946000,608029,False
chr22,25605000,25606000,1183316,False
chr14,38330000,38331000,573874,False
chr10,111110000,111111000,268466,False
chrX,100214000,100215000,2106947,False
chr4,151646000,151647000,1455897,True
chrX,130060000,130061000,2122298,True
chr9,87731000,87732000,2017083,True
chr10,44311000,44312000,217255,True
chr13,111028000,111029000,556829,False
chr4,26330000,26331000,1373413,True
chr8,52523000,52524000,1901663,True
chr4,141913000,141914000,1448783,True
chr1,100424000,100425000,83184,True
chr5,93374000,93375000,1548722,False
chr12,9544000,9545000,393299,False
chr2,168953000,168954000,1040458,False
chr16,26659000,26660000,711419,False
chr5,1961000,1962000,1483875,False
chr10,97355000,97356000,257752,True
chr7,43768000,43769000,1780604,False
chr2,226050000,226051000,1084921,False
chrX,132255000,132256000,2123664,False
chr14,92509000,92510000,614482,False
chr2,136874000,136875000,1017514,True
chr17,16818000,16819000,764832,True
chr2,174465000,174466000,1045301,True
chr7,16451000,16452000,1757914,False
chr3,15592000,15593000,1217190,False
chr6,132697000,132698000,1713954,False
chr22,37887000,37888000,1193902,True
chr12,65210000,65211000,434450,False
chr4,48071000,48072000,1386936,True
chr5,58074000,58075000,1522732,False
chr7,98707000,98708000,1816959,False
chr9,74777000,74778000,2006908,True
chr14,34098000,34099000,570339,True
chr10,5237000,5238000,188409,False
chr6,57127000,57128000,1664076,False
chr8,43280000,43281000,1896976,True
chr12,9331000,9332000,393165,True
chr4,104346000,104347000,1423507,False
chr11,119367000,119368000,372692,False
chr10,43221000,43222000,216383,True
chr6,42958000,42959000,1653019,True
chr19,50794000,50795000,912051,True
chr3,3006000,3007000,1207068,False
chr8,104833000,104834000,1941393,False
chr3,139522000,139523000,1307401,True
chr1,241485000,241486000,178100,True
chr16,58000000,58001000,725846,True
chr1,45014000,45015000,39001,True
chr18,3441000,3442000,820361,True
chr2,85167000,85168000,983981,False
chr15,81753000,81754000,674394,True
chr9,7237000,7238000,1978627,False
chr4,2673000,2674000,1356265,True
chrX,81014000,81015000,2100670,False
chr11,20880000,20881000,303970,False
chr1,237386000,237387000,174908,True
chr11,12892000,12893000,297607,False
chr4,151476000,151477000,1455759,False
chr3,48412000,48413000,1242696,False
chr16,50611000,50612000,719715,True
chr4,8675000,8676000,1361480,True
chr7,157241000,157242000,1863379,False
chr7,50308000,50309000,1785769,True
chr10,24523000,24524000,204224,False
chr1,244452000,244453000,180516,True
chr6,142023000,142024000,1721763,False
chr19,19802000,19803000,889655,False
chr6,161200000,161201000,1737693,True
chr7,154760000,154761000,1861176,True
chr4,112047000,112048000,1429076,True
chrX,12349000,12350000,2066742,False
chr5,10607000,10608000,1490695,True
chr15,69838000,69839000,663876,False
chr22,43661000,43662000,1199165,True
chr13,85975000,85976000,538058,False
chr3,188316000,188317000,1345730,False
chr10,6394000,6395000,189460,True
chr9,35604000,35605000,1997152,True
chr2,163289000,163290000,1036361,False
chr8,38774000,38775000,1893343,False
chr11,65530000,65531000,331401,True
chr7,129518000,129519000,1840835,False
chr13,31016000,31017000,498958,False
chr4,89680000,89681000,1414035,False
chr7,73711000,73712000,1798358,False
chr19,43992000,43993000,906107,True
chr11,42205000,42206000,317895,False
chr8,23019000,23020000,1881258,True
chr19,34274000,34275000,897897,True
chr22,20571000,20572000,1179130,True
chr1,54663000,54664000,46969,True
chr8,63323000,63324000,1909939,True
chr14,62966000,62967000,591219,False
chr5,140723000,140724000,1584220,False
chr17,3551000,3552000,753978,True
chr7,64828000,64829000,1791515,False
chr13,101156000,101157000,549476,True
chr1,47539000,47540000,41188,False
chr9,123941000,123942000,2046170,True
chr7,51755000,51756000,1786965,False
chr6,3063000,3064000,1618479,True
chr1,12124000,12125000,10060,True
chr8,106427000,106428000,1942595,True
chr5,56909000,56910000,1521745,False
chr11,129923000,129924000,381198,True
chr15,29242000,29243000,631458,False
chr11,91773000,91774000,351725,True
chr11,46256000,46257000,321067,True
chr20,36792000,36793000,1125379,True
chr17,73155000,73156000,808397,False
chr15,45041000,45042000,643504,True
chr4,77931000,77932000,1405016,False
chr9,80417000,80418000,2011362,False
chr1,91555000,91556000,76003,True
chr3,64119000,64120000,1255599,False
chr14,54903000,54904000,584780,True
chr6,105188000,105189000,1692804,False
chr3,50616000,50617000,1244612,True
chrX,41442000,41443000,2083131,True
chr22,17115000,17116000,1176580,False
chr5,19264000,19265000,1497353,False
chr1,6448000,6449000,4886,True
chr12,6264000,6265000,390636,True
chr10,112954000,112955000,269863,False
chr16,4290000,4291000,694444,True
chr15,101616000,101617000,690338,True
chr5,151106000,151107000,1592612,True
chr3,58173000,58174000,1250918,True
chr9,12906000,12907000,1981577,False
chr10,95694000,95695000,256300,True
chr10,15140000,15141000,196710,False
chr4,60464000,60465000,1393880,True
chr14,24271000,24272000,563503,True
chr11,124837000,124838000,377158,True
chr8,8346000,8347000,1870136,True
chrX,153413000,153414000,2133840,True
chr3,105543000,105544000,1280660,False
chr19,56120000,56121000,916294,True
chr2,138319000,138320000,1018460,False
chr8,28096000,28097000,1885379,False
chr8,27271000,27272000,1884639,False
chr3,126926000,126927000,1297109,True
chr3,16249000,16250000,1217781,True
chr10,2154000,2155000,185815,False
chrX,48568000,48569000,2087557,False
chr1,208172000,208173000,149746,True
chr18,48023000,48024000,849071,True
chr8,132725000,132726000,1962931,True
chr4,8236000,8237000,1361083,True
chr14,35534000,35535000,571630,True
chr14,96002000,96003000,617525,False
chr5,87048000,87049000,1544234,True
chr2,38431000,38432000,948662,True
chr1,157989000,157990000,108834,False
chr14,26343000,26344000,564822,False
chr1,90800000,90801000,75393,True
chr11,129546000,129547000,380892,False
chr6,33227000,33228000,1644218,True
chr17,71509000,71510000,806941,False
chr16,55643000,55644000,723754,True
chr2,38970000,38971000,949153,False
chr13,19356000,19357000,489542,False
chr2,201419000,201420000,1065505,True
chr21,39175000,39176000,1169076,True
chr10,30309000,30310000,209059,True
chr15,43903000,43904000,642531,True
chrX,41048000,41049000,2082810,True
chr4,74447000,74448000,1402222,False
chr16,82755000,82756000,744367,True
chr6,117602000,117603000,1702879,True
chr11,120529000,120530000,373728,True
chr11,78228000,78229000,342753,True
chr7,93231000,93232000,1812671,True
chr1,162413000,162414000,112459,False
chrX,117532000,117533000,2115973,False
chr9,124764000,124765000,2046926,True
chr17,72255000,72256000,807566,False
chr12,111006000,111007000,470258,True
chrX,85889000,85890000,2102341,False
chr4,78954000,78955000,1405857,True
chr7,1579000,1580000,1746735,True
chr20,20282000,20283000,1114730,False
chr3,161235000,161236000,1324750,False
chr22,49993000,49994000,1204609,True
chr7,40184000,40185000,1777628,False
chr2,196432000,196433000,1061523,True
chr21,30505000,30506000,1161501,True
chr5,8363000,8364000,1488889,False
chr6,157178000,157179000,1734232,False
chr22,27009000,27010000,1184522,False
chr7,45271000,45272000,1781973,False
chr6,90302000,90303000,1684062,True
chr9,135532000,135533000,2056841,False
chr5,157620000,157621000,1597320,False
chr5,3988000,3989000,1485481,False
chr6,122290000,122291000,1706174,True
chr1,189608000,189609000,134723,False
chr1,16154000,16155000,13189,True
chr14,73951000,73952000,600673,True
chr11,99312000,99313000,357140,False
chr3,21439000,21440000,1221558,False
chr18,59508000,59509000,857897,False
chrX,141879000,141880000,2128858,True
chrX,50786000,50787000,2088784,False
chr2,80396000,80397000,981247,False
chrX,51159000,51160000,2088953,False
chr9,126604000,126605000,2048583,False
chr17,43450000,43451000,783169,False
chr2,156006000,156007000,1030789,True
chr14,86624000,86625000,609667,False
chr20,24150000,24151000,1117877,True
chr1,25916000,25917000,21986,False
chr7,25428000,25429000,1765239,False
chr9,98324000,98325000,2026225,True
chr15,99251000,99252000,688293,True
chr6,82376000,82377000,1678210,False
chr13,22679000,22680000,492125,False
chr22,41697000,41698000,1197390,True
chr5,75523000,75524000,1535396,False
chr12,22296000,22297000,402907,False
chr4,187606000,187607000,1480475,True
chr8,76332000,76333000,1919717,False
chr3,130052000,130053000,1299945,False
chr17,31446000,31447000,773227,True
chr5,88411000,88412000,1545153,False
chr20,4779000,4780000,1102714,True
chr8,87109000,87110000,1927125,True
chr17,32461000,32462000,774130,True
chr14,38762000,38763000,574137,False
chr5,97361000,97362000,1551937,False
chr2,213475000,213476000,1074743,False
chr21,33702000,33703000,1164219,False
chr11,62054000,62055000,328374,True
chr4,171696000,171697000,1469314,False
chr17,76386000,76387000,811345,True
chr16,85115000,85116000,746422,True
chr1,224780000,224781000,163558,False
chr1,176314000,176315000,123892,True
chr7,38178000,38179000,1775985,True
chr1,152441000,152442000,103955,True
chr1,211470000,211471000,152498,True
chr15,50251000,50252000,647268,True
chr16,11816000,11817000,700346,False
chr2,101188000,101189000,992405,True
chr11,41497000,41498000,317511,False
chr5,152593000,152594000,1593755,True
chr4,120487000,120488000,1434540,False
chr14,28294000,28295000,565823,False
chr16,4765000,4766000,694868,False
chr18,75125000,75126000,868252,True
chr8,111911000,111912000,1946431,False
chr1,43921000,43922000,38002,True
chr12,26379000,26380000,406205,False
chr6,77740000,77741000,1675099,True
chr6,7653000,7654000,1622599,True
chrX,44814000,44815000,2085066,False
chr22,39534000,39535000,1195419,True
chr12,126900000,126901000,483986,False
chr21,41071000,41072000,1170617,True
chr5,153502000,153503000,1594189,False
chr7,51067000,51068000,1786442,True
chr2,49769000,49770000,958117,False
chr8,123052000,123053000,1954735,False
chr16,90166000,90167000,751057,True
chr2,181236000,181237000,1050680,False
chr7,155881000,155882000,1862194,False
chrX,137151000,137152000,2126857,True
chr5,62702000,62703000,1526496,False
chr7,93601000,93602000,1812932,True
chrX,15738000,15739000,2068924,True
chr1,35312000,35313000,30307,False
chr6,38708000,38709000,1649347,True
chr2,66409000,66410000,970665,False
chr22,22322000,22323000,1180469,True
chr6,89064000,89065000,1682967,False
chr5,6927000,6928000,1487850,False
chr8,95519000,95520000,1933413,True
chr1,25590000,25591000,21671,True
chr7,153343000,153344000,1860222,True
chr6,15337000,15338000,1629310,True
chr5,145347000,145348000,1587849,True
chr11,77195000,77196000,341810,True
chr16,13866000,13867000,702078,True
chr13,97120000,97121000,545899,False
chr5,87781000,87782000,1544753,True
chr1,169726000,169727000,118450,True
chr7,149745000,149746000,1857173,False
chr4,15043000,15044000,1365556,True
chr10,109390000,109391000,267010,False
chr9,135911000,135912000,2057190,False
chr11,112375000,112376000,366851,False
chr2,4354000,4355000,921626,True
chr7,34340000,34341000,1772878,False
chr16,49672000,49673000,718856,True
chr2,234147000,234148000,1091473,False
chr5,75156000,75157000,1535094,True
chr3,190085000,190086000,1347229,False
chr12,113185000,113186000,472221,True
chr16,11160000,11161000,699735,True
chr4,169757000,169758000,1468173,True
chr13,109370000,109371000,555360,False
chr3,68184000,68185000,1258830,False
chr11,10514000,10515000,295494,True
chr22,45573000,45574000,1200864,True
chr11,43934000,43935000,318987,True
chr14,70907000,70908000,598024,True
chr17,8041000,8042000,757854,True
chr11,3136000,3137000,289839,True
chr13,61156000,61157000,521046,False
chr11,107606000,107607000,362952,True
chr2,10993000,10994000,926956,True
chr1,57906000,57907000,49756,False
chr14,106830000,106831000,626789,True
chr16,87777000,87778000,748882,True
chr4,64585000,64586000,1395956,True
chr18,1148000,1149000,818671,False
chr16,9120000,9121000,698015,True
chr13,95300000,95301000,544521,True
chr2,129849000,129850000,1012509,True
chr1,26678000,26679000,22673,False
chr7,46653000,46654000,1783043,False
chr1,244919000,244920000,180918,True
chr7,12508000,12509000,1755125,False
chr11,2173000,2174000,288977,True
chr3,58436000,58437000,1251159,False
chr4,121650000,121651000,1435343,False
chr4,116877000,116878000,1432266,False
chr7,10070000,10071000,1753497,False
chr5,163171000,163172000,1601223,False
chr15,49182000,49183000,646449,False
chr16,29425000,29426000,713527,False
chr3,65960000,65961000,1257158,False
chrX,53042000,53043000,2089597,True
chr4,1768000,1769000,1355445,True
chr13,65638000,65639000,523755,True
chr6,151335000,151336000,1729532,True
chr12,65767000,65768000,434936,False
chr2,229023000,229024000,1087105,False
chr5,96569000,96570000,1551283,False
chrX,46759000,46760000,2086365,True
chr7,125734000,125735000,1837906,False
chr22,28651000,28652000,1185977,False
chr15,63402000,63403000,657919,True
chr9,92693000,92694000,2021324,False
chr6,107394000,107395000,1694752,False
chr4,55445000,55446000,1390823,True
chr17,42083000,42084000,781980,False
chr15,39103000,39104000,638364,False
chr10,35705000,35706000,213731,False
chr20,57435000,57436000,1143210,True
chr8,88835000,88836000,1928184,False
chr8,133559000,133560000,1963691,True
chr8,29496000,29497000,1886650,False
chr6,141476000,141477000,1721412,False
chr13,112606000,112607000,558033,True
chr1,59385000,59386000,51001,False
chr12,109130000,109131000,468534,False
chr5,104082000,104083000,1556349,True
chr8,19792000,19793000,1878638,True
chr2,95193000,95194000,987780,True
chr4,3986000,3987000,1357458,True
chr9,110027000,110028000,2034942,False
chr10,69619000,69620000,235073,False
chr4,73572000,73573000,1401509,False
chr6,75521000,75522000,1673772,False
chr7,90970000,90971000,1810828,False
chr6,144537000,144538000,1723890,False
chrX,65746000,65747000,2093091,True
chr15,80272000,80273000,673134,False
chr11,125008000,125009000,377296,False
chr7,28137000,28138000,1767689,True
chr3,113821000,113822000,1286960,False
chr22,30089000,30090000,1187287,True
chr6,6219000,6220000,1621296,False
chr7,142030000,142031000,1851686,True
chr9,26839000,26840000,1991261,False
chr6,158958000,158959000,1735903,True
chr11,48171000,48172000,322812,False
chr5,169302000,169303000,1605550,True
chr6,50795000,50796000,1659152,False
chr13,111154000,111155000,556938,True
chr14,66758000,66759000,594418,True
chr10,34637000,34638000,212756,True
chr5,158402000,158403000,1597985,False
chr15,54014000,54015000,650293,False
chr11,70740000,70741000,336131,True
chr19,55395000,55396000,915714,False
chr17,10636000,10637000,760069,False
chr19,8421000,8422000,879835,False
chr2,206800000,206801000,1070032,True
chr11,74694000,74695000,339552,True
chr4,151055000,151056000,1455390,True
chr2,219521000,219522000,1079747,True
chr2,218270000,218271000,1078640,True
chr2,9674000,9675000,925749,True
chr10,50291000,50292000,221430,True
chr7,20220000,20221000,1760869,True
chr10,35071000,35072000,213150,False
chr1,17741000,17742000,14525,True
chr4,79689000,79690000,1406362,False
chr11,21860000,21861000,304479,False
chr17,7615000,7616000,757479,True
chr5,140240000,140241000,1583785,True
chr14,92973000,92974000,614902,True
chr11,65599000,65600000,331461,False
chr20,36305000,36306000,1124946,True
chr6,75355000,75356000,1673636,False
chr22,23402000,23403000,1181408,True
chr8,86248000,86249000,1926480,False
chr15,64961000,64962000,659345,True
chr8,25146000,25147000,1882923,False
chr10,94363000,94364000,255278,True
chr11,73227000,73228000,338215,True
chr19,15670000,15671000,885957,False
chr4,138605000,138606000,1446030,False
chr4,139705000,139706000,1447012,True
chr2,3095000,3096000,920627,True
chr11,65989000,65990000,331812,True
chr14,36274000,36275000,572243,True
chr8,4584000,4585000,1868216,False
chr8,74327000,74328000,1918380,False
chrX,83916000,83917000,2101605,True
chr8,96534000,96535000,1934230,False
chr19,49813000,49814000,911190,True
chr14,41927000,41928000,575964,False
chr2,109602000,109603000,998727,False
chr1,160726000,160727000,110961,True
chr16,27678000,27679000,712264,False
chr1,21069000,21070000,17496,False
chr22,17205000,17206000,1176651,True
chr9,112740000,112741000,2037301,False
chr10,83863000,83864000,246773,False
chr2,215433000,215434000,1076091,False
chr10,44473000,44474000,217382,False
chr8,30016000,30017000,1887122,True
chrX,53395000,53396000,2089858,True
chr1,210042000,210043000,151316,False
chr13,102580000,102581000,550477,True
chr4,5790000,5791000,1358863,True
chr5,176183000,176184000,1611470,True
chr16,64239000,64240000,729265,False
chr6,159051000,159052000,1735989,False
chr14,76913000,76914000,603287,True
chrX,15498000,15499000,2068749,True
chr6,114128000,114129000,1700587,False
chr2,61017000,61018000,965980,True
chr12,122152000,122153000,479982,True
chr4,105610000,105611000,1424340,False
chr3,130243000,130244000,1300085,True
chr17,55496000,55497000,792716,True
chr7,19114000,19115000,1760107,False
chr4,181766000,181767000,1475670,False
chr9,136615000,136616000,2057868,True
chr8,80630000,80631000,1922794,True
chr2,83945000,83946000,983075,False
chr11,3867000,3868000,290390,False
chr10,62253000,62254000,229696,False
chr1,52701000,52702000,45172,True
chr8,32145000,32146000,1888691,False
chr15,70181000,70182000,664188,True
chr19,41408000,41409000,903956,True
chr17,28750000,28751000,770776,True
chr2,150013000,150014000,1026650,False
chrX,45824000,45825000,2085773,True
chr22,29156000,29157000,1186438,True
chr3,196092000,196093000,1352110,True
chr4,67487000,67488000,1397508,False
chr11,74013000,74014000,338947,True
chr21,25790000,25791000,1157905,True
chr9,79403000,79404000,2010615,False
chr6,54776000,54777000,1662268,False
chr17,78190000,78191000,813052,True
chrX,94058000,94059000,2104478,True
chr1,91700000,91701000,76135,True
chr3,166996000,166997000,1328198,False
chr2,163081000,163082000,1036223,False
chrX,9591000,9592000,2064902,False
chr3,82737000,82738000,1268641,False
chr3,185065000,185066000,1342849,True
chr14,78969000,78970000,604905,True
chr11,72900000,72901000,337911,False
chr13,80565000,80566000,534641,False
chr13,29590000,29591000,497726,True
chr12,27635000,27636000,407325,True
chr1,234094000,234095000,171879,True
chr17,13337000,13338000,762061,True
chr1,200098000,200099000,142382,True
chr2,64317000,64318000,968853,True
chr6,28618000,28619000,1640370,False
chr11,109725000,109726000,364612,False
chr11,75445000,75446000,340213,True
chr19,5397000,5398000,877163,True
chr6,125974000,125975000,1708795,True
chr18,1853000,1854000,819047,True
chrX,29498000,29499000,2076796,False
chr9,116985000,116986000,2040882,False
chr19,38452000,38453000,901332,True
chr3,173343000,173344000,1333418,False
chr11,119486000,119487000,372800,True
chr11,123103000,123104000,375830,True
chr4,173232000,173233000,1470263,True
chr1,194826000,194827000,138421,False
chr9,22109000,22110000,1988730,False
chr3,134480000,134481000,1303424,False
chr5,174409000,174410000,1610017,True
chr1,222167000,222168000,161314,True
chr15,88274000,88275000,679280,True
chr11,73761000,73762000,338722,True
chr8,23407000,23408000,1881609,False
chr5,144798000,144799000,1587554,False
chr3,4290000,4291000,1207907,True
chr1,61080000,61081000,52337,True
chr1,210292000,210293000,151532,True
chr18,47036000,47037000,848321,True
chr1,77803000,77804000,65334,False
chr8,13662000,13663000,1874374,True
chr3,139591000,139592000,1307460,False
chr3,185473000,185474000,1343209,False
chr14,68351000,68352000,595767,True
chr18,25062000,25063000,833013,True
chr17,66979000,66980000,803073,False
chr4,63717000,63718000,1395546,True
chr8,100017000,100018000,1937229,False
chr10,5928000,5929000,189030,False
chr19,29999000,30000000,894268,False
chr12,99038000,99039000,460231,False
chr6,35516000,35517000,1646348,True
chr11,132035000,132036000,382903,False
chr5,157898000,157899000,1597561,False
chr8,22146000,22147000,1880454,True
chr15,57907000,57908000,653213,False
chr1,156747000,156748000,107759,True
chr10,68313000,68314000,233906,False
chr3,12785000,12786000,1214668,False
chrX,43964000,43965000,2084535,False
chr9,122509000,122510000,2044946,False
chr17,57054000,57055000,793981,True
chr12,31102000,31103000,410086,False
chr15,71103000,71104000,665020,True
chr2,154521000,154522000,1029943,False
chr2,86013000,86014000,984770,True
chr7,3599000,3600000,1748607,False
chr15,32197000,32198000,633436,False
chr2,71886000,71887000,975328,False
chr3,29026000,29027000,1226869,False
chr7,155490000,155491000,1861821,False
chr6,154479000,154480000,1731954,True
chrX,71625000,71626000,2096442,False
chr14,72662000,72663000,599511,False
chr2,108484000,108485000,997724,False
chr13,66384000,66385000,524273,False
chr15,26985000,26986000,630002,False
chr16,15581000,15582000,703346,True
chrX,10921000,10922000,2065885,False
chr8,17577000,17578000,1876737,True
chr7,1884000,1885000,1747017,True
chr10,5467000,5468000,188603,False
chr3,20629000,20630000,1221067,False
chr7,70723000,70724000,1796162,False
chr15,100935000,100936000,689705,True
chr4,118222000,118223000,1432978,False
chr9,95262000,95263000,2023566,False
chrX,23843000,23844000,2074121,False
chr9,76274000,76275000,2007997,False
chr20,36863000,36864000,1125445,True
chr10,11000,12000,183984,True
chr7,103065000,103066000,1820729,True
chr5,10826000,10827000,1490898,True
chr10,57579000,57580000,225910,False
chr11,98462000,98463000,356670,False
chr8,20855000,20856000,1879459,False
chr1,204295000,204296000,146294,False
chr1,9056000,9057000,7274,False
chr9,33081000,33082000,1994975,True
chr6,70862000,70863000,1670420,False
chr1,3858000,3859000,2857,True
chr22,49647000,49648000,1204288,True
chr18,25787000,25788000,833546,False
chr2,19707000,19708000,933572,False
chr14,86026000,86027000,609349,False
chr11,21341000,21342000,304195,False
chr2,68225000,68226000,972077,True
chr7,157056000,157057000,1863210,True
chr14,20765000,20766000,560604,False
chr10,77962000,77963000,242533,False
chr17,80984000,80985000,815672,True
chr1,153465000,153466000,104721,True
chr3,197962000,197963000,1353791,False
chr14,21067000,21068000,560854,True
chr13,43804000,43805000,509019,True
chr15,65916000,65917000,660222,True
chr4,133582000,133583000,1443075,True
chr18,61019000,61020000,858982,False
chr6,5260000,5261000,1620496,True
chr4,140869000,140870000,1448006,False
chr5,131006000,131007000,1575705,True
chr15,66777000,66778000,661029,False
chr5,57082000,57083000,1521901,True
chr3,185806000,185807000,1343509,False
chr5,142672000,142673000,1585840,False
chr7,100429000,100430000,1818478,True
chr8,51888000,51889000,1901142,True
chr2,124312000,124313000,1008601,False
chr3,138174000,138175000,1306234,True
chr21,31136000,31137000,1161900,True
chr20,34083000,34084000,1122898,True
chr6,169100000,169101000,1743947,True
chr10,24519000,24520000,204220,True
chr4,25045000,25046000,1372305,True
chr10,52924000,52925000,223415,False
chr8,93059000,93060000,1931282,False
chr1,96100000,96101000,79907,False
chr10,50851000,50852000,221879,False
chr2,147689000,147690000,1024864,False
chr10,43618000,43619000,216708,False
chrX,49627000,49628000,2088179,True
chr7,55214000,55215000,1789215,False
chrX,15645000,15646000,2068849,True
chr3,75468000,75469000,1264247,True
chr12,93364000,93365000,455538,False
chr2,62499000,62500000,967341,False
chr22,49305000,49306000,1203986,True
chr2,130017000,130018000,1012636,False
chr6,37308000,37309000,1648043,False
chr18,73740000,73741000,867120,False
chr2,232413000,232414000,1089966,False
chr17,56926000,56927000,793864,True
chr14,76192000,76193000,602675,False
chr1,119537000,119538000,97556,False
chr6,47904000,47905000,1657316,False
chr2,240540000,240541000,1097131,False
chr2,85873000,85874000,984635,True
chr9,134020000,134021000,2055456,False
chr2,85927000,85928000,984688,False
chr16,75428000,75429000,738478,False
chr3,79284000,79285000,1266637,False
chr7,107974000,107975000,1824902,False
chr16,7805000,7806000,696989,True
chr3,113626000,113627000,1286782,True
chr3,189260000,189261000,1346523,False
chr20,52066000,52067000,1138856,False
chr17,58249000,58250000,795099,True
chr6,106339000,106340000,1693822,True
chr1,114123000,114124000,93047,True
chr18,79194000,79195000,871359,False
chr1,116285000,116286000,94920,False
chr17,9100000,9101000,758799,False
chr10,83870000,83871000,246779,False
chr8,66316000,66317000,1911966,False
chr2,182132000,182133000,1051417,True
chr5,61530000,61531000,1525491,False
chr3,142987000,142988000,1310311,True
chr17,82823000,82824000,817365,True
chr21,46225000,46226000,1175014,True
chr3,114597000,114598000,1287593,True
chr15,40219000,40220000,639363,False
chr1,183685000,183686000,130123,True
chr1,66759000,66760000,57319,False
chr1,46517000,46518000,40371,True
chr12,107892000,107893000,467437,True
chr20,48010000,48011000,1135037,False
chrX,152192000,152193000,2133228,False
chr2,191521000,191522000,1058284,True
chr5,112343000,112344000,1562039,False
chr3,129328000,129329000,1299280,True
chr17,5431000,5432000,755654,True
chr8,8277000,8278000,1870068,False
chr2,222758000,222759000,1082303,False
chr9,38273000,38274000,1999547,False
chr22,15811000,15812000,1176037,True
chr7,2524000,2525000,1747626,False
chr22,19953000,19954000,1178555,True
chr14,81625000,81626000,606814,True
chr16,28723000,28724000,713014,False
chr18,33994000,33995000,839230,False
chr4,108890000,108891000,1426784,True
chr8,18122000,18123000,1877223,True
chr17,82151000,82152000,816737,False
chr18,40169000,40170000,843784,False
chr7,47191000,47192000,1783478,False
chr11,57249000,57250000,324593,True
chr6,98605000,98606000,1688691,False
chr7,4746000,4747000,1749561,False
chr21,37910000,37911000,1167938,True
chr1,247532000,247533000,183215,True
chr9,37482000,37483000,1998838,True
chr8,131403000,131404000,1961951,False
chr2,196931000,196932000,1061940,False
chr3,7934000,7935000,1210454,False
chr19,44844000,44845000,906778,True
chr10,31053000,31054000,209713,False
chrX,2878000,2879000,2061432,False
chr6,90213000,90214000,1683980,False
chr10,80945000,80946000,245050,True
chr13,32500000,32501000,500192,False
chr8,8423000,8424000,1870208,True
chr7,93198000,93199000,1812646,False
chr1,106580000,106581000,86765,False
chr6,29017000,29018000,1640728,True
chr14,104878000,104879000,625215,False
chr2,17709000,17710000,932026,False
chr2,241005000,241006000,1097534,False
chr10,66533000,66534000,232658,False
chr2,71467000,71468000,974968,True
chr5,134126000,134127000,1578449,False
chr10,50667000,50668000,221764,True
chr2,112959000,112960000,1000906,True
chr20,45474000,45475000,1132712,False
chr4,118358000,118359000,1433091,True
chr4,17055000,17056000,1367126,False
chr18,25368000,25369000,833251,False
chr14,85901000,85902000,609280,False
chr21,6375000,6376000,1149544,False
chr6,12603000,12604000,1626779,True
chr10,15932000,15933000,197396,False
chr1,18365000,18366000,15065,True
chr4,17577000,17578000,1367522,True
chr6,70706000,70707000,1670296,True
chr12,31422000,31423000,410345,True
chr12,66976000,66977000,435990,False
chr5,90161000,90162000,1546372,True
chr22,44143000,44144000,1199579,False
chr5,100841000,100842000,1554138,False
chr16,70165000,70166000,734191,True
chr19,1672000,1673000,873698,True
chr1,93814000,93815000,78058,True
chr2,10048000,10049000,926092,True
chr13,45748000,45749000,510723,False
chr4,123349000,123350000,1436637,False
chr4,2046000,2047000,1355702,True
chr6,42096000,42097000,1652225,True
chr7,17940000,17941000,1759180,True
chr13,92433000,92434000,542247,False
