chrom,start,end,build_region_index,peak_k562:ctcf
chr12,25359000,25360000,405305,False
chr7,81001000,81002000,1803836,False
chr4,79756000,79757000,1406402,False
chr22,17876000,17877000,1177252,False
chr7,78683000,78684000,1802096,False
chr15,49814000,49815000,646918,False
chr17,17586000,17587000,765527,True
chr11,73262000,73263000,338249,False
chr8,86232000,86233000,1926468,False
chr5,105987000,105988000,1557419,False
chr15,52158000,52159000,648961,True
chr5,150779000,150780000,1592360,True
chr3,37774000,37775000,1233675,False
chr4,90142000,90143000,1414372,False
chr5,13739000,13740000,1492934,False
chr4,33885000,33886000,1377714,False
chr1,8690000,8691000,6937,False
chr2,74287000,74288000,977315,False
chr14,84843000,84844000,608572,False
chr9,129963000,129964000,2051680,False
chr4,183965000,183966000,1477482,False
chr1,188403000,188404000,133965,False
chr8,89850000,89851000,1928877,False
chr7,51982000,51983000,1787114,False
chr6,132304000,132305000,1713634,False
chr2,239971000,239972000,1096654,False
chr10,17920000,17921000,199046,False
chr9,41807000,41808000,2000682,False
chrX,127571000,127572000,2121094,False
chr12,2418000,2419000,387352,False
chr7,74895000,74896000,1799340,False
chr4,69663000,69664000,1398859,False
chr1,114948000,114949000,93764,False
chr12,18414000,18415000,400046,False
chr15,82033000,82034000,674629,False
chr2,85355000,85356000,984152,False
chr6,107396000,107397000,1694754,False
chr2,119419000,119420000,1004907,False
chr14,73304000,73305000,600092,False
chr6,110963000,110964000,1697904,False
chr10,13462000,13463000,195209,False
chr11,85661000,85662000,347867,False
chr12,76258000,76259000,443064,False
chr9,65451000,65452000,2001744,False
chr3,72983000,72984000,1262578,False
chr11,82359000,82360000,345581,False
chr10,128480000,128481000,282990,False
chr1,82919000,82920000,69112,False
chr16,30152000,30153000,714088,False
chr7,586000,587000,1745802,False
chr13,108675000,108676000,554806,False
chr1,161121000,161122000,111319,False
chr9,19827000,19828000,1986948,False
chr1,176448000,176449000,123969,False
chr19,19332000,19333000,889256,False
chr11,46492000,46493000,321291,False
chr13,97343000,97344000,546105,False
chr5,120797000,120798000,1568103,False
chr1,194767000,194768000,138382,False
chr22,24570000,24571000,1182420,False
chr4,179134000,179135000,1474137,False
chr12,121522000,121523000,479399,False
chr8,22468000,22469000,1880746,False
chr2,9367000,9368000,925470,False
chr3,184720000,184721000,1342558,False
chr13,37336000,37337000,503987,False
chr2,3622000,3623000,921099,False
chr21,20440000,20441000,1154767,False
chr14,105606000,105607000,625891,False
chr17,64639000,64640000,801000,False
chr4,105610000,105611000,1424340,False
chr2,109564000,109565000,998690,False
chr17,82099000,82100000,816688,False
chr3,11002000,11003000,1213079,False
chr2,86383000,86384000,985106,False
chr6,110110000,110111000,1697137,False
chr10,4035000,4036000,187419,False
chr8,12545000,12546000,1873446,False
chr7,102634000,102635000,1820400,False
chr7,51053000,51054000,1786429,False
chr6,134481000,134482000,1715443,False
chr2,43512000,43513000,952834,False
chr3,193511000,193512000,1349778,False
chr10,67176000,67177000,233044,False
chr13,49974000,49975000,514119,False
chr11,12618000,12619000,297349,False
chr19,22446000,22447000,891298,False
chr5,101338000,101339000,1554424,False
chr6,97216000,97217000,1687954,False
chr4,17350000,17351000,1367345,False
chr8,144553000,144554000,1972626,False
chr8,87640000,87641000,1927396,False
chr2,123107000,123108000,1007961,False
chr4,23838000,23839000,1371328,False
chr17,8262000,8263000,758049,False
chr4,126063000,126064000,1438584,False
chr7,7321000,7322000,1751699,False
chr18,75187000,75188000,868296,False
chr5,58426000,58427000,1523007,False
chr20,20985000,20986000,1115334,False
chr2,172617000,172618000,1043671,False
chr6,15291000,15292000,1629266,False
chr15,90424000,90425000,681222,False
chr7,3440000,3441000,1748467,False
chr11,22007000,22008000,304558,False
chr7,94319000,94320000,1813486,False
chr3,132407000,132408000,1301704,False
chr5,143801000,143802000,1586885,False
chrX,49644000,49645000,2088188,False
chr7,84691000,84692000,1806628,False
chr11,63817000,63818000,329810,False
chr9,39611000,39612000,2000198,False
chr11,110915000,110916000,365589,False
chr1,70275000,70276000,60083,False
chr6,79682000,79683000,1676346,False
chr9,99124000,99125000,2026948,False
chr14,62730000,62731000,591092,False
chr22,33878000,33879000,1190552,False
chr9,138042000,138043000,2059193,False
chr16,17661000,17662000,704808,False
chr9,114392000,114393000,2038735,False
chr10,128329000,128330000,282879,False
chr10,15572000,15573000,197105,False
chr2,158971000,158972000,1033099,False
chr16,87148000,87149000,748304,False
chr16,14596000,14597000,702746,False
chr2,59258000,59259000,964622,False
chr13,97110000,97111000,545889,True
chr18,65492000,65493000,862168,False
chr16,86601000,86602000,747810,False
chr1,197959000,197960000,140624,False
chr9,79660000,79661000,2010819,False
chr6,33396000,33397000,1644367,False
chr18,63210000,63211000,860731,False
chr17,35275000,35276000,776396,False
chr3,127086000,127087000,1297255,False
chr1,13910000,13911000,11223,False
chr18,10022000,10023000,825458,False
chr8,96962000,96963000,1934596,False
chr2,174214000,174215000,1045098,False
chr6,147955000,147956000,1726476,False
chr1,65035000,65036000,55876,False
chr3,79918000,79919000,1266987,False
chr1,80977000,80978000,67617,False
chr5,56058000,56059000,1520978,False
chr1,22418000,22419000,18748,False
chr3,126686000,126687000,1296901,False
chr1,168242000,168243000,117208,False
chr2,121630000,121631000,1006881,False
chr15,22838000,22839000,627646,True
chr3,35499000,35500000,1231904,False
chr10,35270000,35271000,213334,False
chr2,232278000,232279000,1089844,False
chr11,44011000,44012000,319062,False
chr12,71757000,71758000,440061,False
chr6,79756000,79757000,1676403,False
chr7,86508000,86509000,1807782,False
chr8,13171000,13172000,1873979,False
chr4,12876000,12877000,1364096,False
chr1,26600000,26601000,22603,False
chr3,124022000,124023000,1294603,False
chr2,75113000,75114000,978043,False
chr20,18549000,18550000,1113311,False
chr7,69850000,69851000,1795412,False
chr18,25351000,25352000,833238,False
chr3,42980000,42981000,1237950,False
chr2,141987000,141988000,1020708,False
chr15,44180000,44181000,642775,False
chr10,119187000,119188000,275028,False
chr15,59677000,59678000,654787,False
chr15,100794000,100795000,689575,False
chr11,127086000,127087000,379041,False
chr2,84932000,84933000,983768,False
chr1,26246000,26247000,22290,False
chr14,85817000,85818000,609233,False
chr6,101204000,101205000,1690509,False
chr8,142262000,142263000,1970517,False
chr17,60253000,60254000,796950,False
chr4,93927000,93928000,1416467,False
chr10,44321000,44322000,217263,False
chrX,25739000,25740000,2075345,False
chr1,42209000,42210000,36458,False
chr16,6521000,6522000,696159,False
chr4,142964000,142965000,1449545,False
chr19,29952000,29953000,894225,False
chr6,115271000,115272000,1701229,False
chr5,138694000,138695000,1582355,False
chr11,132178000,132179000,383015,False
chr22,40788000,40789000,1196593,False
chr18,64718000,64719000,861793,False
chr5,9419000,9420000,1489686,False
chr17,62486000,62487000,799012,False
chr6,154613000,154614000,1732082,False
chr15,51888000,51889000,648706,True
chr3,147170000,147171000,1313311,False
chr20,18206000,18207000,1113022,False
chr6,89064000,89065000,1682967,False
chr4,121376000,121377000,1435154,False
chr3,55631000,55632000,1248762,False
chr5,102108000,102109000,1554879,False
chr7,25580000,25581000,1765359,False
chr6,67275000,67276000,1668148,False
chrX,151154000,151155000,2132673,False
chr6,120557000,120558000,1704985,False
chr10,71517000,71518000,236780,False
chr3,168884000,168885000,1329519,False
chr8,21972000,21973000,1880292,False
chr9,81454000,81455000,2012012,False
chr14,51843000,51844000,582228,False
chr11,7955000,7956000,293220,False
chr14,93592000,93593000,615424,False
chr11,98271000,98272000,356556,False
chrX,126719000,126720000,2120849,False
chr18,53000000,53001000,852918,False
chr3,173000,174000,1205455,False
chr4,85784000,85785000,1410895,False
chr1,96002000,96003000,79845,False
chr3,130956000,130957000,1300632,False
chr6,166187000,166188000,1741417,False
chr2,161452000,161453000,1035183,False
chr6,113611000,113612000,1700124,False
chr1,39798000,39799000,34281,False
chr8,40766000,40767000,1894810,True
chr16,73168000,73169000,736580,False
chr15,58632000,58633000,653852,False
chr12,104860000,104861000,464830,False
chr2,224286000,224287000,1083593,False
chr2,79987000,79988000,980947,False
chr15,77974000,77975000,671123,False
chr1,108000,109000,22,False
chr11,6380000,6381000,292064,False
chr14,88524000,88525000,610951,False
chr4,117444000,117445000,1432558,False
chr7,5556000,5557000,1750263,False
chr11,39239000,39240000,316354,False
chr10,6958000,6959000,189940,True
chr2,29485000,29486000,941724,False
chr13,85975000,85976000,538058,False
chr3,153152000,153153000,1318233,False
chr8,20356000,20357000,1879098,False
chr7,155268000,155269000,1861612,False
chr7,51203000,51204000,1786556,False
chr5,87217000,87218000,1544376,False
chr6,83902000,83903000,1679308,False
chrX,72555000,72556000,2097055,False
chr1,198275000,198276000,140891,True
chr1,155774000,155775000,106852,False
chr16,28750000,28751000,713025,True
chr6,82756000,82757000,1678466,False
chr3,189916000,189917000,1347072,False
chr7,123961000,123962000,1836712,False
chr10,80442000,80443000,244661,False
chr1,33319000,33320000,28718,False
chr18,25010000,25011000,832968,False
chr9,134072000,134073000,2055502,False
chr13,103741000,103742000,551318,False
chr3,171310000,171311000,1331627,False
chr4,25878000,25879000,1372994,False
chr13,35768000,35769000,502763,False
chr1,91314000,91315000,75815,False
chr20,13081000,13082000,1109064,False
chr1,2085000,2086000,1294,False
chr16,64251000,64252000,729273,False
chr5,55323000,55324000,1520316,False
chr2,65908000,65909000,970311,False
chr5,129868000,129869000,1575008,False
chr1,230122000,230123000,168306,False
chr19,43602000,43603000,905767,False
chr11,9702000,9703000,294766,False
chr6,16042000,16043000,1629958,False
chr10,27670000,27671000,206733,False
chr12,74034000,74035000,441436,False
chr9,33187000,33188000,1995072,False
chr5,19741000,19742000,1497679,False
chr15,48864000,48865000,646172,False
chr7,100100000,100101000,1818189,True
chr9,68929000,68930000,2002579,False
chr6,32200000,32201000,1643359,False
chr2,38357000,38358000,948592,False
chr16,29681000,29682000,713656,False
chr20,19840000,19841000,1114350,False
chr21,14118000,14119000,1150595,False
chr11,4510000,4511000,290842,False
chr5,140378000,140379000,1583920,False
chr5,14871000,14872000,1493976,True
chr5,78010000,78011000,1537440,False
chr2,67994000,67995000,971871,False
chr8,55818000,55819000,1904232,True
chr6,158147000,158148000,1735141,False
chr5,75860000,75861000,1535652,False
chr2,87669000,87670000,985887,False
chr3,9914000,9915000,1212103,False
chr20,57231000,57232000,1143016,False
chr1,20999000,21000000,17431,False
chr7,130104000,130105000,1841380,False
chr3,126440000,126441000,1296685,False
chr13,31016000,31017000,498958,False
chr13,68680000,68681000,525838,False
chr5,132163000,132164000,1576675,False
chrX,33261000,33262000,2078724,False
chr17,49219000,49220000,788093,True
chr6,167262000,167263000,1742366,False
chr8,38936000,38937000,1893496,False
chr7,27561000,27562000,1767156,False
chr4,26538000,26539000,1373595,False
chr10,34258000,34259000,212406,False
chr18,70295000,70296000,865147,False
chr3,149017000,149018000,1314611,False
chr14,75044000,75045000,601645,False
chr22,50783000,50784000,1205327,False
chr3,40746000,40747000,1236094,False
chr9,13440000,13441000,1981984,False
chr16,30806000,30807000,714570,False
chr2,104235000,104236000,994604,False
chr8,74751000,74752000,1918678,False
chr12,29718000,29719000,409001,False
chr3,172978000,172979000,1333163,False
chr7,47191000,47192000,1783478,False
chr1,203026000,203027000,145106,True
chr5,103298000,103299000,1555755,False
chr20,9595000,9596000,1106446,False
chr16,67948000,67949000,732234,False
chr4,134132000,134133000,1443389,False
chr1,238682000,238683000,175874,False
chr1,17892000,17893000,14658,False
chr2,63965000,63966000,968527,False
chr7,4837000,4838000,1749643,False
chr1,34403000,34404000,29568,False
chr4,6038000,6039000,1359072,False
chr4,53578000,53579000,1389304,False
chr19,497000,498000,872573,False
chr11,125228000,125229000,377486,False
chr3,43101000,43102000,1238055,False
chr5,83043000,83044000,1541758,False
chr11,28269000,28270000,308412,False
chr5,120097000,120098000,1567638,False
chr14,104953000,104954000,625285,False
chr5,33436000,33437000,1506844,True
chr7,246000,247000,1745475,False
chr18,23261000,23262000,831418,False
chr5,84857000,84858000,1543059,False
chr20,16605000,16606000,1111746,False
chr20,61257000,61258000,1146548,False
chr6,122236000,122237000,1706140,False
chr3,172623000,172624000,1332851,True
chr15,68001000,68002000,662172,False
chr16,1930000,1931000,692353,False
chr11,2771000,2772000,289505,False
chr13,41868000,41869000,507426,False
chr10,48247000,48248000,219800,False
chr14,30934000,30935000,567672,False
chr5,59711000,59712000,1524076,False
chr2,226163000,226164000,1085011,False
chr5,64486000,64487000,1527410,False
chr3,2575000,2576000,1206765,False
chr2,49101000,49102000,957780,False
chr2,86596000,86597000,985292,False
chr2,179148000,179149000,1049094,False
chr16,88844000,88845000,749875,True
chr12,101421000,101422000,462012,False
chr11,102222000,102223000,359156,False
chr10,62253000,62254000,229696,False
chr6,116537000,116538000,1702115,False
chr15,81352000,81353000,674100,False
chr5,66777000,66778000,1529287,False
chr2,139750000,139751000,1019364,False
chr14,99725000,99726000,620517,False
chr12,99962000,99963000,460834,False
chr1,228743000,228744000,167031,False
chr17,65648000,65649000,801885,False
chr4,98661000,98662000,1419519,False
chr9,84918000,84919000,2014704,False
chr10,69995000,69996000,235404,False
chr9,131391000,131392000,2053030,False
chr3,11169000,11170000,1213228,False
chr8,60965000,60966000,1908236,False
chr5,138734000,138735000,1582394,False
chr10,34605000,34606000,212725,False
chr4,29625000,29626000,1375420,False
chr10,122134000,122135000,277625,False
chr12,101524000,101525000,462092,False
chr6,131106000,131107000,1712661,False
chr9,90503000,90504000,2019421,False
chr6,12212000,12213000,1626426,False
chr3,134066000,134067000,1303049,False
chrX,153104000,153105000,2133670,False
chr1,33042000,33043000,28458,False
chrX,142686000,142687000,2129161,False
chr15,100283000,100284000,689162,False
chr5,121883000,121884000,1568744,False
chr10,109771000,109772000,267251,False
chr15,74592000,74593000,668132,False
chr2,57494000,57495000,963368,False
chr8,117447000,117448000,1950129,False
chr4,19563000,19564000,1368779,False
chr13,86855000,86856000,538550,False
chr15,74838000,74839000,668362,False
chr1,88064000,88065000,73207,False
chr2,31167000,31168000,943167,False
chr2,54259000,54260000,960896,False
chr3,170772000,170773000,1331162,False
chr1,112828000,112829000,91908,False
chr7,11798000,11799000,1754646,False
chr17,56768000,56769000,793713,False
chr4,74580000,74581000,1402328,False
chr2,101413000,101414000,992620,False
chr1,37116000,37117000,31910,False
chr12,12618000,12619000,395790,False
chr11,110564000,110565000,365333,False
chr4,183403000,183404000,1477009,False
chr8,53143000,53144000,1902163,False
chr1,179191000,179192000,126182,False
chr8,138664000,138665000,1967394,False
chr9,4711000,4712000,1976578,False
chr1,229687000,229688000,167910,False
chr13,39957000,39958000,505798,False
chr16,64873000,64874000,729636,False
chr21,22941000,22942000,1156177,False
chr4,34489000,34490000,1378046,False
chr18,46604000,46605000,848018,False
chr10,37819000,37820000,215161,False
chr4,21564000,21565000,1370026,False
chr2,36475000,36476000,946914,False
chr20,60134000,60135000,1145668,False
chr8,135448000,135449000,1965233,False
chr13,55000000,55001000,517664,False
chr12,124928000,124929000,482559,False
chr1,244811000,244812000,180819,False
chr7,129236000,129237000,1840578,False
chrX,154744000,154745000,2134823,False
chr7,85036000,85037000,1806887,False
chr10,23829000,23830000,203673,False
chr9,95262000,95263000,2023566,False
chr5,134286000,134287000,1578600,False
chr16,82005000,82006000,743773,False
chr2,103892000,103893000,994429,False
chr4,153198000,153199000,1457234,False
chr2,235253000,235254000,1092468,False
chr4,155624000,155625000,1458981,False
chr7,78131000,78132000,1801693,False
chr22,35623000,35624000,1191833,True
chr4,69889000,69890000,1399019,False
chr19,50860000,50861000,912109,False
chr19,49823000,49824000,911199,False
chr13,103133000,103134000,550913,False
chr12,121935000,121936000,479780,False
chr4,140445000,140446000,1447663,False
chr9,104375000,104376000,2030334,False
chr4,8246000,8247000,1361093,False
chr18,67863000,67864000,863499,False
chr16,15038000,15039000,702993,False
chr6,159738000,159739000,1736545,False
chr2,152027000,152028000,1028297,False
chr1,33619000,33620000,28990,False
chr1,41465000,41466000,35799,False
chr4,8053000,8054000,1360913,False
chr19,14912000,14913000,885299,False
chr18,13520000,13521000,828405,False
chr7,68947000,68948000,1794645,False
chr9,15850000,15851000,1983877,False
chr7,38753000,38754000,1776447,False
chr2,230896000,230897000,1088634,False
chr10,58479000,58480000,226572,False
chrX,67829000,67830000,2094015,False
chr5,173395000,173396000,1609110,True
chr4,60370000,60371000,1393835,False
chr6,50134000,50135000,1658812,False
chr3,121684000,121685000,1292576,False
chr10,119930000,119931000,275735,False
chr19,37691000,37692000,900674,False
chr6,6566000,6567000,1621577,False
chr1,100219000,100220000,82995,False
chr3,5800000,5801000,1209191,False
chr13,41831000,41832000,507395,False
chr1,247401000,247402000,183102,False
chr15,88414000,88415000,679394,False
chr6,20122000,20123000,1633311,False
chr17,66752000,66753000,802864,False
chr10,107664000,107665000,266007,False
chr3,46135000,46136000,1240684,False
chr18,72694000,72695000,866488,False
chr11,42205000,42206000,317895,False
chr12,74510000,74511000,441725,False
chr9,69155000,69156000,2002780,False
chr15,88714000,88715000,679667,False
chr1,36063000,36064000,30987,False
chr1,194549000,194550000,138243,False
chr7,121601000,121602000,1834899,False
chr22,46169000,46170000,1201426,False
chr5,156569000,156570000,1596484,False
chr2,1959000,1960000,919790,False
chr1,48177000,48178000,41743,False
chr10,69751000,69752000,235184,False
chr10,53187000,53188000,223600,False
chr2,191231000,191232000,1058021,False
chr22,34038000,34039000,1190679,False
chr4,133287000,133288000,1442908,False
chr13,97783000,97784000,546463,False
chr8,83874000,83875000,1924973,False
chr17,39689000,39690000,779819,True
chr10,133310000,133311000,286939,False
chr17,17121000,17122000,765103,False
chr22,34209000,34210000,1190787,False
chr15,67231000,67232000,661460,False
chr7,86767000,86768000,1807936,False
chr2,126253000,126254000,1009633,False
chr7,99691000,99692000,1817831,False
chr8,12852000,12853000,1873692,False
chr2,133250000,133251000,1014569,False
chr12,93358000,93359000,455532,False
chr3,156075000,156076000,1320542,False
chrX,28075000,28076000,2076192,False
chr11,70586000,70587000,335992,False
chr8,124039000,124040000,1955651,False
chr9,29112000,29113000,1992765,False
chr7,113138000,113139000,1828688,False
chr7,148492000,148493000,1856043,False
chr4,67205000,67206000,1397331,False
chr10,122072000,122073000,277573,False
chr10,34784000,34785000,212899,False
chr10,3446000,3447000,186879,False
chr20,8641000,8642000,1105654,False
chr2,105982000,105983000,996035,False
chr17,44281000,44282000,783940,False
chr13,49783000,49784000,513956,False
chr14,102708000,102709000,623203,False
chrX,43005000,43006000,2084042,False
chr9,100479000,100480000,2028109,False
chr20,43101000,43102000,1130586,False
chr10,23517000,23518000,203459,False
chr7,153640000,153641000,1860433,False
chr11,60721000,60722000,327182,False
chr9,111503000,111504000,2036184,False
chr10,90352000,90353000,251883,False
chr1,161342000,161343000,111522,False
chr10,127409000,127410000,282143,False
chr19,17143000,17144000,887255,False
chr19,21237000,21238000,890605,False
chr8,112603000,112604000,1946837,False
chr16,26741000,26742000,711483,False
chr11,92403000,92404000,352181,False
chr10,128688000,128689000,283158,False
chr6,92894000,92895000,1685635,False
chr5,146584000,146585000,1588862,False
chr3,129720000,129721000,1299650,False
chr22,27505000,27506000,1184964,False
chr6,117919000,117920000,1703097,False
chr6,129393000,129394000,1711241,False
chr18,61510000,61511000,859275,False
chr10,58710000,58711000,226744,False
chr7,74628000,74629000,1799179,False
chr21,17210000,17211000,1152858,False
chr12,4290000,4291000,388986,False
chr5,178838000,178839000,1613690,False
chr1,93334000,93335000,77612,False
chr10,79583000,79584000,244017,False
chr4,98647000,98648000,1419507,False
chr14,35982000,35983000,572019,False
chr4,14859000,14860000,1365410,False
chr3,56677000,56678000,1249563,False
chr1,68758000,68759000,59033,False
chr12,562000,563000,385636,False
chr2,104734000,104735000,994948,False
chr4,124156000,124157000,1437269,False
chr1,180113000,180114000,126975,False
chr1,75180000,75181000,63244,False
chrX,135071000,135072000,2125612,False
chr10,66821000,66822000,232818,False
chr2,1061000,1062000,919044,False
chr9,4582000,4583000,1976468,False
chr16,531000,532000,691049,False
chr11,120477000,120478000,373677,False
chr18,39844000,39845000,843569,False
chr18,30174000,30175000,836459,False
chr3,60898000,60899000,1253030,False
chr5,14896000,14897000,1494001,False
chr17,37800000,37801000,778440,False
chr8,104833000,104834000,1941393,False
chr1,42046000,42047000,36321,False
chr16,5582000,5583000,695541,False
chr17,31888000,31889000,773625,False
chrX,153639000,153640000,2134035,False
chr8,18103000,18104000,1877208,False
chr8,36995000,36996000,1891726,False
chrX,17886000,17887000,2070475,False
chr10,109060000,109061000,266801,False
chr5,121876000,121877000,1568741,False
chr10,70073000,70074000,235471,False
chr6,90003000,90004000,1683792,False
chr8,28320000,28321000,1885579,False
chr5,143003000,143004000,1586149,True
chr18,50963000,50964000,851628,False
chr8,110496000,110497000,1945582,False
chr16,6472000,6473000,696138,False
chr5,153502000,153503000,1594189,False
chr2,41001000,41002000,950748,False
chr6,54776000,54777000,1662268,False
chr4,171950000,171951000,1469442,False
chr9,86965000,86966000,2016403,False
chr6,31770000,31771000,1643013,False
chr19,8512000,8513000,879919,False
chr11,67601000,67602000,333288,False
chr12,91465000,91466000,453900,False
chr7,36731000,36732000,1774808,False
chr12,64865000,64866000,434146,False
chr7,50918000,50919000,1786317,False
chr20,57559000,57560000,1143325,False
chr17,53208000,53209000,791246,False
chr8,52306000,52307000,1901486,False
chr18,58070000,58071000,856612,False
chr4,182590000,182591000,1476313,False
chr8,33612000,33613000,1889768,False
chr1,175938000,175939000,123599,False
chr1,208149000,208150000,149723,False
chr11,43586000,43587000,318707,True
chr5,126803000,126804000,1572761,False
chr2,47388000,47389000,956336,True
chr4,101241000,101242000,1421429,False
chr3,172674000,172675000,1332899,False
chr12,995000,996000,386049,False
chr1,53057000,53058000,45487,False
chr5,143106000,143107000,1586246,True
chr6,25625000,25626000,1637969,False
chr2,132566000,132567000,1014061,False
chr9,11108000,11109000,1980738,False
chr13,29035000,29036000,497317,False
chr15,60852000,60853000,655783,False
chr3,108527000,108528000,1283070,False
chr21,24000000,24001000,1156768,False
chr12,62546000,62547000,432202,False
chr8,48129000,48130000,1898613,False
chr20,25125000,25126000,1118691,False
chr14,100114000,100115000,620888,False
chr18,61130000,61131000,859042,False
chr5,89389000,89390000,1545877,False
chr6,62595000,62596000,1665526,False
chr4,159576000,159577000,1461841,False
chr6,162775000,162776000,1738923,False
chr18,73583000,73584000,867010,False
chr7,96855000,96856000,1815489,False
chr18,79985000,79986000,872073,False
chr10,74624000,74625000,239629,False
chr1,202472000,202473000,144599,False
chr19,29330000,29331000,893694,False
chr14,90025000,90026000,612282,False
chr5,155385000,155386000,1595753,False
chr4,125124000,125125000,1437955,False
chr1,231377000,231378000,169466,False
chrX,39032000,39033000,2081211,False
chr3,179265000,179266000,1338026,False
chr3,18016000,18017000,1219305,False
chr9,76899000,76900000,2008562,False
chr4,121650000,121651000,1435343,False
chr4,120395000,120396000,1434489,False
chr1,69139000,69140000,59277,False
chr12,88383000,88384000,451485,False
chr2,63430000,63431000,968083,False
chr20,1161000,1162000,1099532,False
chr12,5206000,5207000,389736,False
chr9,25298000,25299000,1990379,False
chr10,65315000,65316000,231970,False
chr11,88170000,88171000,349848,False
chr16,19975000,19976000,706290,False
chr10,64290000,64291000,231380,False
chr14,32298000,32299000,568872,False
chr4,177364000,177365000,1473172,False
chr1,117549000,117550000,96066,False
chr4,28556000,28557000,1374880,False
chr5,108279000,108280000,1559044,True
chr5,23412000,23413000,1499940,False
chr15,100475000,100476000,689298,False
chr8,36530000,36531000,1891425,False
chr10,23376000,23377000,203333,False
chr13,78478000,78479000,533017,False
chr1,76592000,76593000,64333,False
chr2,205778000,205779000,1069195,False
chr12,16670000,16671000,399099,False
chr2,64113000,64114000,968666,False
chr1,158364000,158365000,109138,False
chr12,31620000,31621000,410527,False
chr11,43514000,43515000,318648,False
chr10,71576000,71577000,236837,False
chr4,15874000,15875000,1366227,False
chr10,82235000,82236000,245759,False
chr7,37335000,37336000,1775317,False
chr18,60144000,60145000,858444,False
chr1,71270000,71271000,60853,False
chr6,38934000,38935000,1649541,False
chr12,66159000,66160000,435301,False
chr19,32376000,32377000,896202,False
chr7,55052000,55053000,1789061,False
chr4,101878000,101879000,1421897,False
chr1,87106000,87107000,72402,False
chrX,73894000,73895000,2097541,False
chrX,144757000,144758000,2129788,False
chrX,147271000,147272000,2130541,False
chrX,72403000,72404000,2096957,False
chr13,79672000,79673000,533916,False
chr11,14088000,14089000,298568,False
chr2,95757000,95758000,988132,False
chr3,65808000,65809000,1257017,False
chr21,45526000,45527000,1174370,False
chr2,95928000,95929000,988198,False
chr1,2751000,2752000,1853,False
chr6,21726000,21727000,1634796,False
chr1,75052000,75053000,63165,False
chr4,182594000,182595000,1476317,False
chr2,41566000,41567000,951072,False
chr8,137183000,137184000,1966401,False
chr16,19905000,19906000,706232,False
chr7,87139000,87140000,1808213,False
chr14,57404000,57405000,586886,False
chr5,95942000,95943000,1550753,False
chr12,88502000,88503000,451574,False
chr1,226450000,226451000,165037,False
chr2,150505000,150506000,1027047,False
chr6,76803000,76804000,1674588,False
chr5,73627000,73628000,1533721,False
chrX,45194000,45195000,2085364,False
chr3,14338000,14339000,1216055,False
chr3,163735000,163736000,1326253,False
chr15,38587000,38588000,637958,False
chr14,50854000,50855000,581359,False
chr9,16000000,16001000,1983962,False
chr4,123162000,123163000,1436491,False
chr18,79485000,79486000,871613,False
chr2,188987000,188988000,1056124,False
chrX,81386000,81387000,2100823,False
chr16,14045000,14046000,702239,False
chr3,196578000,196579000,1352542,False
chr16,1239000,1240000,691723,False
chr1,48971000,48972000,42328,False
chr7,80698000,80699000,1803564,False
chr18,69115000,69116000,864304,False
chr5,108812000,108813000,1559464,False
chrX,154079000,154080000,2134431,False
chr8,123031000,123032000,1954714,False
chr13,34260000,34261000,501696,False
chr7,21637000,21638000,1761982,False
chr2,198778000,198779000,1063380,False
chr12,31321000,31322000,410258,False
chr20,5737000,5738000,1103540,False
chr7,16710000,16711000,1758152,False
chr2,105364000,105365000,995472,False
chr14,20393000,20394000,560282,False
chr9,82061000,82062000,2012513,False
chr20,35156000,35157000,1123897,False
chr7,67190000,67191000,1793324,False
chr6,161337000,161338000,1737823,False
chr20,40531000,40532000,1128537,False
chr7,67627000,67628000,1793659,False
chr9,33105000,33106000,1994993,False
chr2,19040000,19041000,933052,False
chr9,79810000,79811000,2010954,False
chr3,164180000,164181000,1326518,False
chr12,30557000,30558000,409628,False
chr9,6471000,6472000,1977971,False
chr14,23857000,23858000,563161,False
chr14,54669000,54670000,584565,False
chr11,47357000,47358000,322086,False
chr16,76668000,76669000,739328,True
chr22,28651000,28652000,1185977,False
chr13,64912000,64913000,523281,False
chr5,121209000,121210000,1568355,False
chr1,221844000,221845000,161034,False
chr4,176022000,176023000,1472183,False
chr4,78612000,78613000,1405549,True
chr8,128466000,128467000,1959571,False
chr2,64725000,64726000,969240,False
chr7,44875000,44876000,1781618,False
chr14,40318000,40319000,575166,False
chr22,47744000,47745000,1202778,False
chr19,42252000,42253000,904670,False
chr9,108758000,108759000,2033813,False
chr1,170569000,170570000,119096,False
chr2,171530000,171531000,1042690,True
chr5,91828000,91829000,1547671,False
chr1,75746000,75747000,63651,False
chr9,114808000,114809000,2039123,False
chr10,133099000,133100000,286743,False
chr4,24210000,24211000,1371622,False
chr7,135675000,135676000,1846372,False
chr8,125148000,125149000,1956660,False
chr14,59920000,59921000,588913,False
chr2,194821000,194822000,1060302,False
chr6,112738000,112739000,1699442,False
chr19,37991000,37992000,900912,False
chr8,91667000,91668000,1930266,False
chr5,72247000,72248000,1532491,False
chr3,16963000,16964000,1218407,False
chr5,116491000,116492000,1565137,False
chr9,38508000,38509000,1999760,False
chr12,39932000,39933000,414106,False
chr8,39369000,39370000,1893823,False
chr13,51863000,51864000,515749,False
chr5,139347000,139348000,1582972,False
chr5,100214000,100215000,1553723,False
chr15,57334000,57335000,652718,False
